num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
680,520,1200,1.3076923076923077
1567,26,1593,60.26923076923077
1388,444,1832,3.126126126126126
384,28,412,13.714285714285714
734,607,1341,1.2092257001647446
72,396,468,0.18181818181818182
329,241,570,1.3651452282157677
14,556,570,0.025179856115107913
382,801,1183,0.4769038701622971
422,402,824,1.0497512437810945
1914,6,1920,319.0
149,11,160,13.545454545454545
388,608,996,0.6381578947368421
291,47,338,6.191489361702128
520,128,648,4.0625
581,331,912,1.755287009063444
1093,365,1458,2.9945205479452053
941,134,1075,7.022388059701493
1068,419,1487,2.548926014319809
31,151,182,0.2052980132450331
1256,23,1279,54.608695652173914
204,425,629,0.48
1526,210,1736,7.266666666666667
394,31,425,12.709677419354838
297,641,938,0.46333853354134164
533,7,540,76.14285714285714
1466,151,1617,9.708609271523178
577,183,760,3.1530054644808745
1080,17,1097,63.529411764705884
1602,7,1609,228.85714285714286
1918,9,1927,213.11111111111111
473,624,1097,0.7580128205128205
830,43,873,19.302325581395348
1557,51,1608,30.529411764705884
1032,151,1183,6.8344370860927155
808,381,1189,2.120734908136483
806,10,816,80.6
350,18,368,19.444444444444443
1682,94,1776,17.893617021276597
1624,122,1746,13.311475409836065
868,24,892,36.166666666666664
914,379,1293,2.411609498680739
1230,3,1233,410.0
828,7,835,118.28571428571429
1382,18,1400,76.77777777777777
888,360,1248,2.466666666666667
1323,57,1380,23.210526315789473
136,308,444,0.44155844155844154
1461,2,1463,730.5
687,579,1266,1.1865284974093264
1104,925,2029,1.1935135135135135
36,12,48,3.0
1481,15,1496,98.73333333333333
670,193,863,3.471502590673575
257,276,533,0.9311594202898551
391,8,399,48.875
443,426,869,1.039906103286385
379,258,637,1.4689922480620154
396,3,399,132.0
270,3,273,90.0
337,37,374,9.108108108108109
386,743,1129,0.5195154777927322
147,270,417,0.5444444444444444
1536,62,1598,24.774193548387096
298,16,314,18.625
302,339,641,0.8908554572271387
397,38,435,10.447368421052632
827,505,1332,1.6376237623762375
816,27,843,30.22222222222222
824,397,1221,2.075566750629723
959,2,961,479.5
311,162,473,1.9197530864197532
1338,244,1582,5.483606557377049
647,271,918,2.3874538745387452
44,844,888,0.052132701421800945
1801,13,1814,138.53846153846155
1000,200,1200,5.0
478,319,797,1.4984326018808778
283,4,287,70.75
1632,255,1887,6.4
1162,55,1217,21.12727272727273
623,595,1218,1.0470588235294118
1084,555,1639,1.9531531531531532
512,273,785,1.8754578754578755
698,418,1116,1.6698564593301435
1064,486,1550,2.1893004115226335
1317,366,1683,3.598360655737705
981,136,1117,7.213235294117647
1541,272,1813,5.665441176470588
486,85,571,5.7176470588235295
897,177,1074,5.067796610169491
981,405,1386,2.422222222222222
1085,324,1409,3.3487654320987654
976,313,1289,3.1182108626198084
1433,43,1476,33.325581395348834
1577,84,1661,18.773809523809526
1702,66,1768,25.78787878787879
188,19,207,9.894736842105264
734,804,1538,0.9129353233830846
129,333,462,0.38738738738738737
216,18,234,12.0
976,16,992,61.0
8,346,354,0.023121387283236993
442,8,450,55.25
926,668,1594,1.3862275449101797
1043,8,1051,130.375
30,625,655,0.048
1932,22,1954,87.81818181818181
19,740,759,0.025675675675675677
496,122,618,4.065573770491803
840,15,855,56.0
1455,16,1471,90.9375
812,33,845,24.606060606060606
753,249,1002,3.0240963855421685
1429,4,1433,357.25
481,51,532,9.431372549019608
1649,41,1690,40.21951219512195
128,7,135,18.285714285714285
1037,14,1051,74.07142857142857
818,253,1071,3.233201581027668
768,514,1282,1.4941634241245136
1742,25,1767,69.68
1060,176,1236,6.0227272727272725
903,41,944,22.024390243902438
474,12,486,39.5
913,4,917,228.25
1084,3,1087,361.3333333333333
55,1235,1290,0.044534412955465584
278,391,669,0.710997442455243
1284,21,1305,61.142857142857146
659,32,691,20.59375
1707,16,1723,106.6875
642,17,659,37.76470588235294
410,1535,1945,0.2671009771986971
1210,356,1566,3.398876404494382
392,221,613,1.7737556561085972
238,26,264,9.153846153846153
966,53,1019,18.22641509433962
20,246,266,0.08130081300813008
158,368,526,0.42934782608695654
1571,329,1900,4.775075987841945
15,220,235,0.06818181818181818
273,4,277,68.25
80,266,346,0.3007518796992481
260,12,272,21.666666666666668
794,43,837,18.46511627906977
1071,26,1097,41.19230769230769
773,21,794,36.80952380952381
1316,22,1338,59.81818181818182
667,43,710,15.511627906976743
715,59,774,12.11864406779661
22,326,348,0.06748466257668712
786,371,1157,2.118598382749326
265,40,305,6.625
1177,18,1195,65.38888888888889
12,285,297,0.042105263157894736
1730,12,1742,144.16666666666666
320,351,671,0.9116809116809117
182,230,412,0.7913043478260869
1298,12,1310,108.16666666666667
156,22,178,7.090909090909091
1150,202,1352,5.693069306930693
523,230,753,2.273913043478261
330,295,625,1.11864406779661
343,629,972,0.5453100158982512
233,37,270,6.297297297297297
375,366,741,1.0245901639344261
1114,55,1169,20.254545454545454
1173,13,1186,90.23076923076923
663,528,1191,1.2556818181818181
209,754,963,0.27718832891246686
1539,13,1552,118.38461538461539
1138,365,1503,3.117808219178082
102,14,116,7.285714285714286
20,823,843,0.024301336573511544
1491,364,1855,4.096153846153846
54,1047,1101,0.05157593123209169
56,16,72,3.5
19,296,315,0.06418918918918919
42,9,51,4.666666666666667
406,390,796,1.041025641025641
458,296,754,1.5472972972972974
9,733,742,0.01227830832196453
1302,56,1358,23.25
891,343,1234,2.597667638483965
1134,432,1566,2.625
483,637,1120,0.7582417582417582
487,138,625,3.528985507246377
1418,57,1475,24.87719298245614
11,78,89,0.14102564102564102
610,21,631,29.047619047619047
1400,11,1411,127.27272727272727
651,79,730,8.240506329113924
1217,403,1620,3.0198511166253104
384,304,688,1.263157894736842
300,72,372,4.166666666666667
1370,8,1378,171.25
1946,20,1966,97.3
450,7,457,64.28571428571429
1225,4,1229,306.25
212,9,221,23.555555555555557
1284,478,1762,2.6861924686192467
25,578,603,0.04325259515570934
377,196,573,1.9234693877551021
1168,11,1179,106.18181818181819
1317,199,1516,6.618090452261306
1738,154,1892,11.285714285714286
256,26,282,9.846153846153847
201,25,226,8.04
708,395,1103,1.7924050632911392
10,381,391,0.026246719160104987
487,17,504,28.647058823529413
976,47,1023,20.76595744680851
1221,260,1481,4.696153846153846
364,87,451,4.183908045977011
1196,178,1374,6.719101123595506
1258,248,1506,5.07258064516129
916,156,1072,5.871794871794871
1179,300,1479,3.93
1110,163,1273,6.809815950920245
27,1253,1280,0.02154828411811652
1642,14,1656,117.28571428571429
343,21,364,16.333333333333332
21,125,146,0.168
902,667,1569,1.3523238380809595
101,10,111,10.1
665,16,681,41.5625
642,8,650,80.25
946,601,1547,1.5740432612312811
1755,38,1793,46.18421052631579
404,249,653,1.6224899598393574
1316,436,1752,3.018348623853211
547,484,1031,1.1301652892561984
1184,462,1646,2.5627705627705626
38,111,149,0.34234234234234234
433,391,824,1.1074168797953965
291,83,374,3.5060240963855422
68,39,107,1.7435897435897436
91,110,201,0.8272727272727273
110,11,121,10.0
247,653,900,0.3782542113323124
271,118,389,2.2966101694915255
113,188,301,0.601063829787234
434,457,891,0.949671772428884
749,398,1147,1.8819095477386936
1351,33,1384,40.93939393939394
1078,302,1380,3.5695364238410594
332,53,385,6.264150943396227
49,379,428,0.12928759894459102
129,974,1103,0.1324435318275154
778,12,790,64.83333333333333
1423,8,1431,177.875
474,529,1003,0.8960302457466919
1070,616,1686,1.7370129870129871
449,1064,1513,0.42199248120300753
1117,739,1856,1.5115020297699595
1493,306,1799,4.879084967320262
1333,237,1570,5.624472573839663
122,13,135,9.384615384615385
31,200,231,0.155
613,399,1012,1.536340852130326
361,360,721,1.0027777777777778
1100,73,1173,15.068493150684931
251,120,371,2.091666666666667
1648,28,1676,58.857142857142854
62,4,66,15.5
241,652,893,0.3696319018404908
778,835,1613,0.9317365269461078
1501,26,1527,57.73076923076923
728,821,1549,0.8867235079171741
1899,17,1916,111.70588235294117
699,17,716,41.11764705882353
647,22,669,29.40909090909091
794,486,1280,1.6337448559670782
733,513,1246,1.428849902534113
1503,4,1507,375.75
1179,451,1630,2.614190687361419
565,18,583,31.38888888888889
99,356,455,0.27808988764044945
1057,13,1070,81.3076923076923
423,177,600,2.389830508474576
51,51,102,1.0
15,37,52,0.40540540540540543
1470,63,1533,23.333333333333332
372,148,520,2.5135135135135136
1354,29,1383,46.689655172413794
1491,328,1819,4.545731707317073
846,163,1009,5.190184049079755
1114,82,1196,13.585365853658537
1662,188,1850,8.840425531914894
1190,173,1363,6.878612716763006
1429,98,1527,14.581632653061224
1480,362,1842,4.088397790055248
637,118,755,5.398305084745763
1008,221,1229,4.5610859728506785
1275,158,1433,8.069620253164556
1230,52,1282,23.653846153846153
1688,43,1731,39.25581395348837
1414,299,1713,4.729096989966555
1346,523,1869,2.5736137667304013
1618,154,1772,10.506493506493506
399,257,656,1.5525291828793775
1846,47,1893,39.276595744680854
1325,285,1610,4.649122807017544
947,188,1135,5.037234042553192
730,7,737,104.28571428571429
1069,22,1091,48.59090909090909
462,9,471,51.333333333333336
864,3,867,288.0
472,8,480,59.0
174,12,186,14.5
1232,288,1520,4.277777777777778
400,196,596,2.0408163265306123
799,198,997,4.0353535353535355
541,136,677,3.9779411764705883
283,152,435,1.861842105263158
78,28,106,2.7857142857142856
831,23,854,36.130434782608695
1458,26,1484,56.07692307692308
581,20,601,29.05
1480,6,1486,246.66666666666666
1695,57,1752,29.736842105263158
500,258,758,1.937984496124031
579,22,601,26.318181818181817
20,755,775,0.026490066225165563
339,234,573,1.4487179487179487
146,551,697,0.26497277676951
6,61,67,0.09836065573770492
341,2,343,170.5
1488,313,1801,4.753993610223642
195,314,509,0.6210191082802548
1946,18,1964,108.11111111111111
1114,342,1456,3.257309941520468
1611,202,1813,7.975247524752476
445,164,609,2.7134146341463414
1086,14,1100,77.57142857142857
1232,432,1664,2.8518518518518516
12,334,346,0.03592814371257485
494,22,516,22.454545454545453
629,23,652,27.347826086956523
1582,4,1586,395.5
1190,597,1787,1.9932998324958124
1069,13,1082,82.23076923076923
1812,50,1862,36.24
126,10,136,12.6
765,16,781,47.8125
997,30,1027,33.233333333333334
641,335,976,1.9134328358208956
354,294,648,1.2040816326530612
285,19,304,15.0
1139,718,1857,1.5863509749303621
16,78,94,0.20512820512820512
629,43,672,14.627906976744185
876,6,882,146.0
1164,235,1399,4.953191489361702
1170,32,1202,36.5625
206,461,667,0.44685466377440347
1897,13,1910,145.92307692307693
659,86,745,7.662790697674419
951,25,976,38.04
112,16,128,7.0
237,149,386,1.5906040268456376
513,45,558,11.4
1005,20,1025,50.25
589,35,624,16.82857142857143
454,42,496,10.80952380952381
1989,14,2003,142.07142857142858
421,16,437,26.3125
77,17,94,4.529411764705882
21,354,375,0.059322033898305086
949,152,1101,6.243421052631579
814,103,917,7.902912621359223
1296,190,1486,6.821052631578947
1376,243,1619,5.662551440329218
1279,579,1858,2.208981001727116
1267,516,1783,2.455426356589147
29,388,417,0.07474226804123711
94,15,109,6.266666666666667
618,99,717,6.242424242424242
1200,459,1659,2.6143790849673203
226,41,267,5.512195121951219
1184,82,1266,14.439024390243903
633,39,672,16.23076923076923
47,263,310,0.17870722433460076
924,316,1240,2.9240506329113924
422,112,534,3.767857142857143
2,10,12,0.2
144,19,163,7.578947368421052
171,36,207,4.75
343,36,379,9.527777777777779
168,68,236,2.4705882352941178
476,227,703,2.0969162995594712
89,344,433,0.25872093023255816
721,37,758,19.486486486486488
295,126,421,2.3412698412698414
206,436,642,0.4724770642201835
1582,262,1844,6.038167938931298
1219,455,1674,2.679120879120879
140,77,217,1.8181818181818181
437,157,594,2.78343949044586
1309,13,1322,100.6923076923077
1844,2,1846,922.0
998,269,1267,3.7100371747211898
357,209,566,1.708133971291866
377,474,851,0.7953586497890295
888,10,898,88.8
413,1166,1579,0.3542024013722127
1730,198,1928,8.737373737373737
1336,372,1708,3.5913978494623655
30,85,115,0.35294117647058826
659,34,693,19.38235294117647
280,11,291,25.454545454545453
67,7,74,9.571428571428571
647,17,664,38.05882352941177
1013,209,1222,4.84688995215311
1235,23,1258,53.69565217391305
16,98,114,0.16326530612244897
167,246,413,0.6788617886178862
1132,97,1229,11.670103092783505
535,160,695,3.34375
1285,13,1298,98.84615384615384
552,593,1145,0.9308600337268128
3,10,13,0.3
1947,62,2009,31.403225806451612
711,8,719,88.875
772,616,1388,1.2532467532467533
291,521,812,0.5585412667946257
229,599,828,0.3823038397328882
899,728,1627,1.23489010989011
450,135,585,3.3333333333333335
671,28,699,23.964285714285715
726,62,788,11.709677419354838
9,169,178,0.05325443786982249
577,597,1174,0.966499162479062
1761,6,1767,293.5
50,338,388,0.14792899408284024
1073,97,1170,11.061855670103093
891,14,905,63.642857142857146
1605,347,1952,4.6253602305475505
339,69,408,4.913043478260869
1820,190,2010,9.578947368421053
784,918,1702,0.8540305010893247
1151,349,1500,3.297994269340974
995,682,1677,1.4589442815249267
1279,60,1339,21.316666666666666
1690,343,2033,4.927113702623907
764,518,1282,1.4749034749034748
509,176,685,2.8920454545454546
259,12,271,21.583333333333332
1664,13,1677,128.0
816,474,1290,1.7215189873417722
642,25,667,25.68
824,61,885,13.508196721311476
75,253,328,0.2964426877470356
10,532,542,0.018796992481203006
494,56,550,8.821428571428571
96,94,190,1.0212765957446808
898,10,908,89.8
618,14,632,44.142857142857146
1028,15,1043,68.53333333333333
55,169,224,0.3254437869822485
20,236,256,0.0847457627118644
527,394,921,1.3375634517766497
420,24,444,17.5
1376,296,1672,4.648648648648648
1895,102,1997,18.57843137254902
532,449,981,1.1848552338530067
1134,896,2030,1.265625
1098,24,1122,45.75
418,29,447,14.413793103448276
741,10,751,74.1
864,672,1536,1.2857142857142858
1399,575,1974,2.4330434782608696
599,770,1369,0.7779220779220779
340,525,865,0.6476190476190476
279,626,905,0.44568690095846647
1215,26,1241,46.73076923076923
1091,13,1104,83.92307692307692
759,333,1092,2.279279279279279
51,72,123,0.7083333333333334
1161,272,1433,4.268382352941177
810,10,820,81.0
565,553,1118,1.0216998191681737
507,251,758,2.0199203187250996
556,163,719,3.411042944785276
949,318,1267,2.9842767295597485
740,663,1403,1.1161387631975868
1585,13,1598,121.92307692307692
693,24,717,28.875
1866,32,1898,58.3125
630,223,853,2.8251121076233185
933,75,1008,12.44
1651,12,1663,137.58333333333334
1453,118,1571,12.313559322033898
1676,81,1757,20.691358024691358
130,67,197,1.9402985074626866
1812,168,1980,10.785714285714286
293,8,301,36.625
245,10,255,24.5
570,487,1057,1.1704312114989732
1390,230,1620,6.043478260869565
1527,185,1712,8.254054054054054
185,23,208,8.043478260869565
36,28,64,1.2857142857142858
1367,402,1769,3.400497512437811
812,453,1265,1.7924944812362031
1528,26,1554,58.76923076923077
1185,25,1210,47.4
298,116,414,2.5689655172413794
1115,47,1162,23.72340425531915
373,4,377,93.25
24,535,559,0.044859813084112146
830,380,1210,2.1842105263157894
381,3,384,127.0
754,6,760,125.66666666666667
1792,130,1922,13.784615384615385
259,8,267,32.375
241,9,250,26.77777777777778
919,341,1260,2.695014662756598
866,83,949,10.433734939759036
342,69,411,4.956521739130435
651,454,1105,1.433920704845815
490,409,899,1.1980440097799512
555,53,608,10.471698113207546
25,51,76,0.49019607843137253
1872,25,1897,74.88
239,11,250,21.727272727272727
444,9,453,49.333333333333336
1458,518,1976,2.8146718146718146
410,3,413,136.66666666666666
758,33,791,22.96969696969697
359,140,499,2.5642857142857145
825,334,1159,2.470059880239521
223,210,433,1.061904761904762
210,5,215,42.0
1400,317,1717,4.416403785488959
1621,204,1825,7.946078431372549
1243,50,1293,24.86
1084,224,1308,4.839285714285714
1773,250,2023,7.092
1487,34,1521,43.73529411764706
717,28,745,25.607142857142858
855,481,1336,1.7775467775467775
1446,206,1652,7.019417475728155
393,24,417,16.375
2034,10,2044,203.4
1238,2,1240,619.0
367,942,1309,0.3895966029723992
1027,2,1029,513.5
1706,10,1716,170.6
870,885,1755,0.9830508474576272
45,606,651,0.07425742574257425
1004,589,1593,1.704584040747029
1400,26,1426,53.84615384615385
1440,26,1466,55.38461538461539
632,334,966,1.8922155688622755
982,26,1008,37.76923076923077
743,26,769,28.576923076923077
11,562,573,0.019572953736654804
463,310,773,1.4935483870967743
428,10,438,42.8
1387,25,1412,55.48
1100,343,1443,3.206997084548105
522,25,547,20.88
525,202,727,2.599009900990099
1367,352,1719,3.883522727272727
288,10,298,28.8
1435,9,1444,159.44444444444446
1516,343,1859,4.419825072886297
1976,32,2008,61.75
961,12,973,80.08333333333333
1572,13,1585,120.92307692307692
662,16,678,41.375
6,156,162,0.038461538461538464
321,154,475,2.0844155844155843
1414,270,1684,5.237037037037037
1576,65,1641,24.246153846153845
48,74,122,0.6486486486486487
633,26,659,24.346153846153847
738,412,1150,1.7912621359223302
855,566,1421,1.510600706713781
596,11,607,54.18181818181818
399,15,414,26.6
1407,48,1455,29.3125
181,435,616,0.4160919540229885
470,8,478,58.75
181,24,205,7.541666666666667
1077,189,1266,5.698412698412699
1297,30,1327,43.233333333333334
182,11,193,16.545454545454547
1069,225,1294,4.751111111111111
311,6,317,51.833333333333336
757,47,804,16.106382978723403
286,26,312,11.0
257,232,489,1.1077586206896552
759,245,1004,3.0979591836734692
1146,11,1157,104.18181818181819
1464,366,1830,4.0
1175,15,1190,78.33333333333333
280,14,294,20.0
205,98,303,2.0918367346938775
351,429,780,0.8181818181818182
18,92,110,0.1956521739130435
1889,10,1899,188.9
1029,348,1377,2.956896551724138
49,199,248,0.24623115577889448
258,379,637,0.6807387862796834
380,7,387,54.285714285714285
884,15,899,58.93333333333333
265,193,458,1.3730569948186528
564,15,579,37.6
1506,7,1513,215.14285714285714
1083,372,1455,2.911290322580645
294,345,639,0.8521739130434782
1495,16,1511,93.4375
435,353,788,1.2322946175637395
718,289,1007,2.4844290657439445
645,11,656,58.63636363636363
587,163,750,3.6012269938650308
1262,194,1456,6.505154639175258
748,186,934,4.021505376344086
459,335,794,1.3701492537313433
757,32,789,23.65625
514,465,979,1.1053763440860216
951,40,991,23.775
41,108,149,0.37962962962962965
1609,3,1612,536.3333333333334
39,27,66,1.4444444444444444
1061,59,1120,17.983050847457626
1907,3,1910,635.6666666666666
362,414,776,0.8743961352657005
667,235,902,2.8382978723404255
12,98,110,0.12244897959183673
759,297,1056,2.5555555555555554
1296,566,1862,2.2897526501766783
1745,21,1766,83.0952380952381
569,373,942,1.5254691689008042
1710,162,1872,10.555555555555555
1305,244,1549,5.348360655737705
1134,503,1637,2.2544731610337974
738,187,925,3.946524064171123
35,28,63,1.25
1044,16,1060,65.25
982,524,1506,1.8740458015267176
802,568,1370,1.4119718309859155
841,491,1332,1.7128309572301426
529,9,538,58.77777777777778
438,328,766,1.3353658536585367
403,397,800,1.0151133501259446
627,16,643,39.1875
21,382,403,0.0549738219895288
937,364,1301,2.5741758241758244
580,476,1056,1.218487394957983
596,211,807,2.824644549763033
393,54,447,7.277777777777778
626,183,809,3.420765027322404
62,327,389,0.18960244648318042
1366,167,1533,8.179640718562874
285,12,297,23.75
134,373,507,0.35924932975871315
989,11,1000,89.9090909090909
762,939,1701,0.8115015974440895
945,300,1245,3.15
501,19,520,26.36842105263158
1519,201,1720,7.557213930348259
293,158,451,1.8544303797468353
561,367,928,1.5286103542234333
1212,344,1556,3.5232558139534884
1054,141,1195,7.475177304964539
1545,169,1714,9.142011834319527
555,250,805,2.22
311,30,341,10.366666666666667
1339,664,2003,2.016566265060241
95,574,669,0.16550522648083624
1920,26,1946,73.84615384615384
379,18,397,21.055555555555557
211,90,301,2.3444444444444446
17,345,362,0.04927536231884058
9,333,342,0.02702702702702703
1573,179,1752,8.787709497206704
1155,389,1544,2.969151670951157
444,12,456,37.0
27,396,423,0.06818181818181818
1117,394,1511,2.83502538071066
10,243,253,0.0411522633744856
267,337,604,0.7922848664688428
214,326,540,0.656441717791411
1514,39,1553,38.82051282051282
941,765,1706,1.2300653594771243
952,231,1183,4.121212121212121
1022,153,1175,6.6797385620915035
255,13,268,19.615384615384617
17,326,343,0.05214723926380368
61,231,292,0.26406926406926406
1450,7,1457,207.14285714285714
1483,21,1504,70.61904761904762
490,23,513,21.304347826086957
951,16,967,59.4375
696,11,707,63.27272727272727
11,90,101,0.12222222222222222
1257,639,1896,1.9671361502347418
1033,15,1048,68.86666666666666
1103,9,1112,122.55555555555556
418,419,837,0.9976133651551312
17,342,359,0.049707602339181284
701,674,1375,1.040059347181009
1023,12,1035,85.25
516,381,897,1.3543307086614174
326,383,709,0.8511749347258486
38,5,43,7.6
1458,237,1695,6.151898734177215
1599,28,1627,57.107142857142854
98,25,123,3.92
960,323,1283,2.972136222910217
935,413,1348,2.263922518159806
1738,165,1903,10.533333333333333
1795,114,1909,15.74561403508772
968,48,1016,20.166666666666668
640,103,743,6.213592233009709
668,6,674,111.33333333333333
661,148,809,4.466216216216216
335,189,524,1.7724867724867726
493,108,601,4.564814814814815
771,11,782,70.0909090909091
89,18,107,4.944444444444445
1402,268,1670,5.231343283582089
215,21,236,10.238095238095237
617,280,897,2.2035714285714287
530,337,867,1.572700296735905
365,62,427,5.887096774193548
387,410,797,0.9439024390243902
1531,17,1548,90.05882352941177
372,18,390,20.666666666666668
112,134,246,0.835820895522388
1544,20,1564,77.2
860,299,1159,2.8762541806020065
797,201,998,3.9651741293532337
1287,225,1512,5.72
1366,420,1786,3.2523809523809524
827,37,864,22.35135135135135
468,53,521,8.830188679245284
534,174,708,3.0689655172413794
1074,15,1089,71.6
689,287,976,2.4006968641114983
1606,101,1707,15.900990099009901
342,162,504,2.111111111111111
426,880,1306,0.48409090909090907
1592,22,1614,72.36363636363636
683,20,703,34.15
1717,201,1918,8.542288557213931
152,46,198,3.3043478260869565
254,17,271,14.941176470588236
660,7,667,94.28571428571429
1144,11,1155,104.0
865,866,1731,0.9988452655889145
707,39,746,18.128205128205128
1573,99,1672,15.88888888888889
792,74,866,10.702702702702704
854,33,887,25.87878787878788
514,30,544,17.133333333333333
293,159,452,1.8427672955974843
197,51,248,3.8627450980392157
1435,46,1481,31.195652173913043
110,46,156,2.391304347826087
892,8,900,111.5
532,141,673,3.773049645390071
472,294,766,1.6054421768707483
1187,381,1568,3.115485564304462
1532,30,1562,51.06666666666667
646,675,1321,0.957037037037037
675,740,1415,0.9121621621621622
29,1351,1380,0.02146558105107328
348,71,419,4.901408450704225
1321,399,1720,3.31077694235589
564,251,815,2.247011952191235
65,455,520,0.14285714285714285
1169,2,1171,584.5
1912,33,1945,57.93939393939394
1469,376,1845,3.9069148936170213
1595,222,1817,7.184684684684685
894,19,913,47.05263157894737
24,26,50,0.9230769230769231
1323,366,1689,3.6147540983606556
139,118,257,1.1779661016949152
1679,270,1949,6.218518518518518
1766,2,1768,883.0
577,10,587,57.7
952,11,963,86.54545454545455
1178,49,1227,24.040816326530614
1187,15,1202,79.13333333333334
894,6,900,149.0
504,6,510,84.0
970,70,1040,13.857142857142858
1934,18,1952,107.44444444444444
684,7,691,97.71428571428571
585,304,889,1.924342105263158
277,190,467,1.4578947368421054
631,26,657,24.26923076923077
1173,11,1184,106.63636363636364
1327,17,1344,78.05882352941177
275,14,289,19.642857142857142
808,325,1133,2.486153846153846
870,11,881,79.0909090909091
781,268,1049,2.9141791044776117
570,10,580,57.0
1216,94,1310,12.936170212765957
1574,6,1580,262.3333333333333
160,108,268,1.4814814814814814
733,127,860,5.771653543307087
1662,10,1672,166.2
639,8,647,79.875
1284,4,1288,321.0
696,42,738,16.571428571428573
973,215,1188,4.525581395348837
408,76,484,5.368421052631579
439,393,832,1.1170483460559797
669,196,865,3.413265306122449
1602,10,1612,160.2
309,425,734,0.7270588235294118
728,628,1356,1.1592356687898089
764,553,1317,1.3815551537070525
238,259,497,0.918918918918919
65,22,87,2.9545454545454546
353,12,365,29.416666666666668
647,7,654,92.42857142857143
381,123,504,3.097560975609756
589,51,640,11.549019607843137
642,147,789,4.36734693877551
241,369,610,0.6531165311653117
461,504,965,0.9146825396825397
1615,16,1631,100.9375
1962,16,1978,122.625
659,403,1062,1.6352357320099256
479,861,1340,0.5563298490127758
398,60,458,6.633333333333334
382,220,602,1.7363636363636363
587,66,653,8.893939393939394
377,327,704,1.1529051987767585
1523,274,1797,5.5583941605839415
1707,271,1978,6.2988929889298895
1487,288,1775,5.163194444444445
789,310,1099,2.5451612903225804
725,35,760,20.714285714285715
575,6,581,95.83333333333333
1056,11,1067,96.0
395,39,434,10.128205128205128
1692,282,1974,6.0
1577,101,1678,15.613861386138614
1225,37,1262,33.108108108108105
410,51,461,8.03921568627451
729,9,738,81.0
1317,102,1419,12.911764705882353
628,1099,1727,0.5714285714285714
1008,53,1061,19.0188679245283
9,262,271,0.03435114503816794
532,400,932,1.33
1048,832,1880,1.2596153846153846
17,516,533,0.03294573643410853
1674,22,1696,76.0909090909091
1073,18,1091,59.611111111111114
1751,23,1774,76.1304347826087
915,42,957,21.785714285714285
338,16,354,21.125
400,304,704,1.3157894736842106
1744,117,1861,14.905982905982906
123,39,162,3.1538461538461537
365,333,698,1.0960960960960962
1283,227,1510,5.651982378854625
1094,340,1434,3.2176470588235295
1892,73,1965,25.91780821917808
490,494,984,0.9919028340080972
15,120,135,0.125
1132,56,1188,20.214285714285715
418,520,938,0.8038461538461539
543,432,975,1.2569444444444444
1419,7,1426,202.71428571428572
216,15,231,14.4
153,96,249,1.59375
17,320,337,0.053125
164,268,432,0.6119402985074627
496,386,882,1.2849740932642486
450,10,460,45.0
310,380,690,0.8157894736842105
1327,66,1393,20.106060606060606
1048,368,1416,2.847826086956522
1682,19,1701,88.52631578947368
64,151,215,0.423841059602649
277,13,290,21.307692307692307
1869,60,1929,31.15
428,4,432,107.0
1164,14,1178,83.14285714285714
209,14,223,14.928571428571429
139,537,676,0.25884543761638734
1576,199,1775,7.919597989949748
410,768,1178,0.5338541666666666
651,768,1419,0.84765625
423,143,566,2.958041958041958
845,5,850,169.0
1478,9,1487,164.22222222222223
1815,173,1988,10.491329479768787
304,233,537,1.3047210300429184
984,25,1009,39.36
1416,290,1706,4.882758620689655
1299,41,1340,31.682926829268293
1710,58,1768,29.482758620689655
601,204,805,2.946078431372549
861,634,1495,1.3580441640378549
1822,37,1859,49.24324324324324
1601,17,1618,94.17647058823529
1269,128,1397,9.9140625
746,17,763,43.88235294117647
208,7,215,29.714285714285715
861,106,967,8.122641509433961
1258,32,1290,39.3125
1858,19,1877,97.78947368421052
593,20,613,29.65
555,214,769,2.5934579439252334
609,440,1049,1.384090909090909
338,120,458,2.816666666666667
830,2,832,415.0
1045,460,1505,2.2717391304347827
502,796,1298,0.6306532663316583
12,403,415,0.02977667493796526
712,532,1244,1.3383458646616542
983,3,986,327.6666666666667
10,376,386,0.026595744680851064
408,21,429,19.428571428571427
678,544,1222,1.2463235294117647
14,36,50,0.3888888888888889
906,74,980,12.243243243243244
212,44,256,4.818181818181818
557,25,582,22.28
346,28,374,12.357142857142858
1332,210,1542,6.3428571428571425
376,317,693,1.1861198738170347
1221,144,1365,8.479166666666666
1212,298,1510,4.067114093959732
916,38,954,24.105263157894736
1254,136,1390,9.220588235294118
1628,44,1672,37.0
460,305,765,1.5081967213114753
1377,13,1390,105.92307692307692
1009,11,1020,91.72727272727273
734,19,753,38.63157894736842
461,17,478,27.11764705882353
370,447,817,0.8277404921700223
667,341,1008,1.9560117302052786
98,526,624,0.18631178707224336
1140,7,1147,162.85714285714286
377,15,392,25.133333333333333
1260,27,1287,46.666666666666664
1043,9,1052,115.88888888888889
1474,290,1764,5.082758620689655
294,376,670,0.7819148936170213
38,543,581,0.06998158379373849
915,58,973,15.775862068965518
1192,587,1779,2.0306643952299828
1033,686,1719,1.5058309037900874
320,13,333,24.615384615384617
751,3,754,250.33333333333334
177,194,371,0.9123711340206185
1804,14,1818,128.85714285714286
250,368,618,0.6793478260869565
